Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,1st Mo - Oil,1st Mo - Gas,1st Mo - Water,Max IP - Oil,Max IP - Gas,Max IP - Water,Max IP - Date - Oil,Max IP - Date - Gas,Max IP - Date - Water,2nd Mo - Oil,2nd Mo - Gas,2nd Mo - Water,2nd/3rd Mo - Oil,2nd/3rd Mo - Gas,2nd/3rd Mo - Water,2nd/3rd Mo - Num of Mos,2nd-4th Mo - Oil,2nd-4th Mo - Gas,2nd-4th Mo - Water,2nd-4th Mo - Num of Mos,Norm 6 mos - Oil,Norm 6 mos - Gas,Norm 6 mos - Water,Norm 6 mos - Num of Mos,Norm 1 yr - Oil,Norm 1 yr - Gas,Norm 1 yr - Water,Norm 1 yr - Num of Mos,Norm 2 yr - Oil,Norm 2 yr - Gas,Norm 2 yr - Water,Norm 2 yr - Num of Mos,Cum Oil,Cum Gas,Last 12 Month Oil,Last 12 Month Gas
242010267763,PI,WELL,G,ASCHE RANCH,2H,42283328360000,267763,,96592,5435,,1777,100,,2012-09-25,2012-09-25,,47352,2664,,94383,5310,2,,127831,7192,3,,196026,11030,6,,196026,11030,6,,196026,11030,6,0,292618,,292618
242010267766,PI,WELL,G,CARDEN EF,7H,42283330810000,267766,618,11012,1952,,3064,543,,2012-07-29,2012-07-29,3200,121193,21478,5295,220270,39036,2,6957,291280,51620,3,9897,439399,77908,6,13454,625962,103537,10,13454,625962,103537,10,14072,636974,14072,636974
242010267785,PI,WELL,G,NUECES MINERALS COMPANY,6831H,42283328760000,267785,,62973,,,2559,110,,2012-03-29,2012-03-29,,35237,,,43909,,2,,51585,,3,,97708,,6,,140251,,9,,140251,,9,0,203224,,203224
242010267811,PI,WELL,G,CARTWRIGHT,G2H,42283329900000,267811,1622,15904,5184,,2356,768,,2012-07-11,2012-07-11,0,0,0,0,0,0,2,382,1935,631,3,33580,257273,83866,6,61188,514212,149820,10,61188,514212,149820,10,62810,530116,62810,530116
242010267812,PI,WELL,G,BELLOWS,B4H,42283329690000,267812,1562,26329,3188,,2519,305,,2012-06-21,2012-06-21,0,0,0,0,0,0,2,0,0,0,3,12111,142446,17248,6,35925,498623,54534,11,35925,498623,54534,11,37487,524952,37487,524952
242010267817,PI,WELL,G,BELLOWS,A3H,42283329680000,267817,1505,21230,3335,,2209,347,,2012-06-27,2012-06-27,0,0,0,0,0,0,2,0,0,0,3,16259,198815,31230,6,39958,605598,86376,11,39958,605598,86376,11,41463,626828,41463,626828
242010267906,PI,WELL,G,STS A KENNEDY STATE UNIT 1,1H,42283331900000,267906,,127644,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,127644,,127644
242010268123,PI,WELL,G,ALDERMAN A,1H,42283329480000,268123,4238,35482,,,2840,570,,2012-05-15,2012-05-15,3719,72878,,7805,157506,,2,10640,229819,,3,16469,384708,,6,21182,556131,,11,21182,556131,,11,25420,591613,25420,591613
242010268134,PI,WELL,G,SOUTH TEXAS SYNDICATE,292B,42283327260000,268134,443,10934,,,2419,501,,2012-02-13,2012-02-13,0,0,,0,0,,2,118,2590,,3,3396,83312,,6,13977,438957,,10,13977,438957,,10,14420,449891,14420,449891
242010268310,PI,WELL,G,SOUTH TEXAS SYNDICATE,453C,42283323860000,268310,8300,54071,,,958,670,,2011-09-22,2011-09-22,2940,15761,,4144,22887,,2,4144,22887,,3,29787,180977,,6,55869,368587,,11,55869,368587,,11,64169,422658,64169,422658
242010268314,PI,WELL,G,SOUTH TEXAS SYNDICATE,452C,42283323870000,268314,1481,13349,,,1390,447,,2011-09-23,2011-09-23,1941,14121,,3441,23702,,2,5801,43021,,3,9459,79133,,6,14664,113461,,11,14664,113461,,11,16145,126810,16145,126810
242010268315,PI,WELL,G,SOUTH TEXAS SYNDICATE,454C,42283323880000,268315,2558,20515,,,1129,661,,2011-09-22,2011-09-22,2058,9996,,5234,39407,,2,5234,39407,,3,21804,164966,,6,34309,264347,,11,34309,264347,,11,36867,284862,36867,284862
242010268316,PI,WELL,G,COOKE RANCH,D1H,42283328710000,268316,,449,,,,,,,,8116,65159,,14503,146926,,2,14503,146926,,2,14503,146926,,2,14503,146926,,2,14503,146926,,2,14503,147375,14503,147375
242010268317,PI,WELL,G,COOKE RANCH,D3H,42283328730000,268317,,1973,,,2147,10,,2013-04-12,2013-04-12,9382,58941,,12156,110550,,2,12156,110550,,2,12156,110550,,2,12156,110550,,2,12156,110550,,2,12156,112523,12156,112523
242010268344,PI,WELL,G,BRIGGS RANCH,B2H,42283330800000,268344,3094,11843,,,4370,423,,2013-02-08,2013-02-08,9164,40417,,13595,70987,,2,17724,103695,,3,17724,103695,,3,17724,103695,,3,17724,103695,,3,20818,115538,20818,115538
242010268345,PI,WELL,G,BRIGGS RANCH,G2H,42283330260000,268345,295,2976,,,425,456,,2013-01-21,2013-01-21,4597,28074,,12704,86292,,2,17494,123528,,3,22507,170099,,4,22507,170099,,4,22507,170099,,4,22802,173075,22802,173075
242010268485,PI,WELL,G,STS,7H,42283333650000,268485,5918,36405,,,2371,92,,2012-12-22,2012-12-22,8741,62198,,15070,114090,,2,20684,159416,,3,24540,193444,,4,24540,193444,,4,24540,193444,,4,30458,229849,30458,229849
242010268507,PI,WELL,G,BAETZ EF,1H,42283332250000,268507,4091,47390,,,3210,234,,2012-10-21,2012-10-21,7537,78724,,13818,151828,,2,18301,205232,,3,26470,325231,,6,28573,365473,,7,28573,365473,,7,32664,412863,32664,412863
242010268543,PI,WELL,G,BAETZ EF,2H,42283332270000,268543,3511,48988,,,3395,277,,2012-10-20,2012-10-20,7645,79056,,13626,156463,,2,18293,215876,,3,26034,335408,,6,28180,376348,,7,28180,376348,,7,31691,425336,31691,425336
242010268606,PI,WELL,G,BAETZ EF,3H,42283332280000,268606,3725,43217,,,,,,,,8289,89894,,14721,167893,,2,19810,225424,,3,30472,364171,,6,33130,409298,,7,33130,409298,,7,36855,452515,36855,452515
242010268639,PI,WELL,G,HIXON,2H,42283329320000,268639,7161,54025,,,1570,402,,2012-05-03,2012-05-03,6020,48454,,11396,92106,,2,15920,128502,,3,25646,200207,,6,36598,318078,,11,36598,318078,,11,43759,372103,43759,372103
242010P44457,PI,WELL,G,STS 45 2C,452C,42283323870000,,3360,12745,,,,,,,,0,156,,768,2550,,2,5175,20363,,3,16513,85979,,6,28185,175424,,12,35601,217342,,18,38961,230087,19088,131363
242010P44458,PI,WELL,G,STS 45 3C,453C,42283323860000,,7948,31428,,,,,,,,82,315,,2734,18626,,2,8122,51475,,3,14099,112041,,6,51166,297158,,12,87711,504252,,18,95659,535680,73612,392211
242010P44459,PI,WELL,G,STS 45 4C,454C,42283323880000,,2398,10778,,,,,,,,876,5566,,12682,57224,,2,23847,105863,,3,47837,230712,,6,69370,375506,,12,88682,503481,,18,91080,514259,40845,272769
242010P47367,PI,WELL,G,STS 29 2B,292B,42283327260000,,635,13252,,,,,,,,0,93240,,0,93240,,2,0,93240,,3,443,103687,,6,6951,276503,,12,12687,460302,,14,13322,473554,12687,367062
242010P49639,PI,WELL,G,GOLLA 7 (8H),8H,42283329670000,,,114126,,,,,,,,8,100442,,52,212317,,2,84,312677,,3,144,568439,,6,214,887750,,12,214,887750,,12,214,1001876,214,887750
242010P50460,PI,WELL,G,KOEHNE STRICKHAUSEN A-855 (1H),1H,42283329560000,,,36197,,,,,,,,,161573,,,303775,,2,,428628,,3,4,784711,,6,9,1164015,,10,9,1164015,,10,9,1200212,9,1200212
242010P50470,PI,WELL,G,APPLING 1435 (6H),6H,42283329760000,,,100068,,,,,,,,,136001,,,245763,,2,,339460,,3,,566450,,6,3,779328,,10,3,779328,,10,3,879396,3,879396
242010P51155,PI,WELL,G,NMC 683,1H,42283328760000,,,62973,,,,,,,,,0,,,0,,2,,18849,,3,,50518,,6,,93061,,9,,93061,,9,0,156034,,156034
242010P51230,PI,WELL,G,STS G2H,G2H,42283329960000,,1261,8652,,,,,,,,7848,55578,,7848,55578,,2,7848,55578,,3,27738,190230,,6,36257,302265,,9,36257,302265,,9,37518,310917,37518,310917
242010P51247,PI,WELL,G,STS G5H,G5H,42283330200000,,1146,11484,,,,,,,,4444,52287,,4444,52287,,2,4444,52287,,3,21298,215540,,6,26266,305055,,9,26266,305055,,9,27412,316539,27412,316539
242010P52569,PI,WELL,G,BRIGGS RANCH,I1H,42283333010000,,1599,7100,,,,,,,,1016,26734,,8803,70393,,2,13184,119837,,3,19152,214400,,6,19866,234096,,7,19866,234096,,7,21465,241196,21465,241196
242010P53263,PI,WELL,G,COOKE RANCH B2H,B2H,42283327790000,,2401,23128,,,,,,,,4258,40013,,13328,123957,,2,20252,210513,,3,34557,408018,,6,34557,408018,,6,34557,408018,,6,36958,431146,36958,431146
242010P53264,PI,WELL,G,CRISP RANCH G1H,G1H,42283332820000,,2036,8900,,,,,,,,5279,29962,,18482,87935,,2,32075,147933,,3,65465,294351,,6,65465,294351,,6,65465,294351,,6,67501,303251,67501,303251
242010P53951,PI,WELL,G,STS M1H,M1H,42283332770000,,2177,44795,,,,,,,,0,0,,5067,43591,,2,7758,74825,,3,25983,274959,,6,28765,327152,,7,28765,327152,,7,30942,371947,30942,371947
242010P53952,PI,WELL,G,STS E1H,E1H,42283332120000,,3890,39393,,,,,,,,501,0,,7404,44483,,2,16216,103220,,3,39716,239523,,6,44364,282079,,7,44364,282079,,7,48254,321472,48254,321472
242010P53955,PI,WELL,G,STS,5H,42283333730000,,6384,54167,,,,,,,,10320,93248,,21201,186113,,2,29901,262274,,3,45274,409873,,5,45274,409873,,5,45274,409873,,5,51658,464040,51658,464040
242010P53958,PI,WELL,G,SCHUBERT,1H,42283332640000,,2,41607,,,,,,,,5,67411,,15,190905,,2,15,279943,,3,15,420211,,5,15,420211,,5,15,420211,,5,17,461818,17,461818
242010P53961,PI,WELL,G,CAROLINE PIELOP,9H,42283324120000,,1464,90774,,,,,,,,1763,110081,,4677,257367,,2,7162,390804,,3,11189,626586,,5,11189,626586,,5,11189,626586,,5,12653,717360,12653,717360
242010P54820,PI,WELL,G,BRISCOE COCHINA EAST RANCH 67H,67H,42283330130000,,1511,2329,,,,,,,,2854,15697,,4709,34137,,2,6411,55246,,3,7621,69804,,4,7621,69804,,4,7621,69804,,4,9132,72133,9132,72133
242010P54821,PI,WELL,G,BRISCOE COCHINA EAST RANCH 68H,68H,42283330150000,,1901,2193,,,,,,,,2824,18580,,4846,39965,,2,6994,61302,,3,8265,79635,,4,8265,79635,,4,8265,79635,,4,10166,81828,10166,81828
242010P54822,PI,WELL,G,BRISCOE COCHINA EAST RANCH 69H,69H,42283330160000,,2345,3744,,,,,,,,3684,23859,,7214,54023,,2,9751,83351,,3,11572,106831,,4,11572,106831,,4,11572,106831,,4,13917,110575,13917,110575
242010P54823,PI,WELL,G,BRISCOE COCHINA EAST RANCH 70H,70H,42283330170000,,2793,2490,,,,,,,,3301,17840,,6350,41600,,2,9155,66892,,3,10584,84043,,4,10584,84043,,4,10584,84043,,4,13377,86533,13377,86533
242010P54824,PI,WELL,G,BRISCOE COCHINA EAST RANCH 71H,71H,42283330180000,,2261,2786,,,,,,,,3360,19948,,6775,47955,,2,9710,78045,,3,11733,100630,,4,11733,100630,,4,11733,100630,,4,13994,103416,13994,103416
242010P54825,PI,WELL,G,BRISCOE COCHINA EAST RANCH 72H,72H,42283330190000,,1908,3051,,,,,,,,3314,25669,,7842,63338,,2,12474,116581,,3,16055,162947,,4,16055,162947,,4,16055,162947,,4,17963,165998,17963,165998
242010P54834,PI,WELL,G,STS,7H,42283333650000,,5918,29895,,,,,,,,8741,52583,,15070,97513,,2,20684,136664,,3,24540,166450,,4,24540,166450,,4,24540,166450,,4,30458,196345,30458,196345
242010P55569,PI,WELL,G,BRIGGS RANCH,D2H,42283329700100,,273,733,,,,,,,,2879,14107,,5660,47539,,2,7301,76236,,3,7301,76236,,3,7301,76236,,3,7301,76236,,3,7574,76969,7574,76969
242010P55571,PI,WELL,G,BRIGGS RANCH,G2H,42283330260000,,295,2651,,,,,,,,4597,23017,,12704,72317,,2,17494,104284,,3,17494,104284,,3,17494,104284,,3,17494,104284,,3,17789,106935,17789,106935
242010P56324,PI,WELL,G,BRIGGS RANCH,C3H,42283329950000,,2035,8953,,,,,,,,5279,23455,,9498,48267,,2,9498,48267,,2,9498,48267,,2,9498,48267,,2,9498,48267,,2,11533,57220,11533,57220
242010P56330,PI,WELL,G,BRIGGS RANCH,B2H,42283330800000,,3094,8440,,,,,,,,9164,30337,,13595,56033,,2,13595,56033,,2,13595,56033,,2,13595,56033,,2,13595,56033,,2,16689,64473,16689,64473
242010P56341,PI,WELL,G,ZAPP,A1H,42283332090000,,,113,,,,,,,,617,2523,,617,2523,,1,617,2523,,1,617,2523,,1,617,2523,,1,617,2523,,1,617,2636,617,2636
242010P56355,PI,WELL,G,BRIGGS RANCH,S1H,42283333940000,,1567,11946,,,,,,,,4962,33491,,7927,60633,,2,7927,60633,,2,7927,60633,,2,7927,60633,,2,7927,60633,,2,9494,72579,9494,72579
242010P57272,PI,WELL,G,COOKE RANCH D1H,D1H,42283328710000,,,449,,,,,,,,8116,56231,,8116,56231,,1,8116,56231,,1,8116,56231,,1,8116,56231,,1,8116,56231,,1,8116,56680,8116,56680
242010P57273,PI,WELL,G,COOKE RANCH D3H,D3H,42283328730000,,,1973,,,,,,,,9382,48621,,9382,48621,,1,9382,48621,,1,9382,48621,,1,9382,48621,,1,9382,48621,,1,9382,50594,9382,50594
242010P57280,PI,WELL,G,WILLIE RANCH,4H,42283332990000,,,73111,,,,,,,,,148894,,,148894,,1,,148894,,1,,148894,,1,,148894,,1,,148894,,1,0,222005,,222005
242010P57281,PI,WELL,G,JC MARTIN,5H,42283333050000,,689,51734,,,,,,,,1992,162858,,1992,162858,,1,1992,162858,,1,1992,162858,,1,1992,162858,,1,1992,162858,,1,2681,214592,2681,214592
242010P57282,PI,WELL,G,JC MARTIN,9H,42283333070000,,343,24780,,,,,,,,3037,117202,,3037,117202,,1,3037,117202,,1,3037,117202,,1,3037,117202,,1,3037,117202,,1,3380,141982,3380,141982
242010P57283,PI,WELL,G,JC MARTIN,4H,42283333080000,,139,21313,,,,,,,,2568,124499,,2568,124499,,1,2568,124499,,1,2568,124499,,1,2568,124499,,1,2568,124499,,1,2707,145812,2707,145812
242010P57284,PI,WELL,G,JC MARTIN,25H,42283333110000,,37,20183,,,,,,,,1304,133021,,1304,133021,,1,1304,133021,,1,1304,133021,,1,1304,133021,,1,1304,133021,,1,1341,153204,1341,153204
242010P57285,PI,WELL,G,JC MARTIN,26H,42283333180000,,97,50252,,,,,,,,1457,149300,,1457,149300,,1,1457,149300,,1,1457,149300,,1,1457,149300,,1,1457,149300,,1,1554,199552,1554,199552
242010P57294,PI,WELL,G,LIGHT RANCH Y3H,Y3H,42283334580000,,356,18371,,,,,,,,3965,44724,,3965,44724,,1,3965,44724,,1,3965,44724,,1,3965,44724,,1,3965,44724,,1,4321,63095,4321,63095
242010P57296,PI,WELL,G,LOWRY UNIT 1,1H,42283334700000,,21,40855,,,,,,,,93,126591,,93,126591,,1,93,126591,,1,93,126591,,1,93,126591,,1,93,126591,,1,114,167446,114,167446
242010P57304,PI,WELL,G,DORA MARTIN A,10H,42283335410000,,,12648,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,12648,,12648
242010P57309,PI,WELL,G,CAROLINE PIELOP,10H,42283336280000,,1,2795,,,,,,,,1231,162006,,1231,162006,,1,1231,162006,,1,1231,162006,,1,1231,162006,,1,1231,162006,,1,1232,164801,1232,164801
242010P57311,PI,WELL,G,HUBBARD RANCH D3H,D3H,42283336440000,,1363,11870,,,,,,,,5630,30859,,5630,30859,,1,5630,30859,,1,5630,30859,,1,5630,30859,,1,5630,30859,,1,6993,42729,6993,42729
242010P57313,PI,WELL,G,JA CRISP RANCH UNIT B3H,B3H,42283336740000,,2214,9372,,,,,,,,1478,18228,,1478,18228,,1,1478,18228,,1,1478,18228,,1,1478,18228,,1,1478,18228,,1,3692,27600,3692,27600
242010P58465,PI,WELL,G,STS A KENNEDY STATE UNIT 1,1H,42283331900000,,,127644,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,127644,,127644
242010P58466,PI,WELL,G,FLICK UNIT A,1H,42283332040000,,,659,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,659,,659
242010P58468,PI,WELL,G,JC MARTIN,27H,42283333090000,,1442,108750,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,1442,108750,1442,108750
242010P58469,PI,WELL,G,STS B,5H,42283333560000,,4377,2693,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,4377,2693,4377,2693
242010P58471,PI,WELL,G,COOKE RANCH F3H,F3H,42283333870000,,3265,33184,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,3265,33184,3265,33184
242010P58472,PI,WELL,G,COOKE RANCH F1H,F1H,42283333880000,,3360,36204,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,3360,36204,3360,36204
242010P58473,PI,WELL,G,HUBBARD RANCH D1H,D1H,42283333890000,,1130,5396,,,,,,,,6397,22132,,6397,22132,,1,6397,22132,,1,6397,22132,,1,6397,22132,,1,6397,22132,,1,7527,27528,7527,27528
242010P58477,PI,WELL,G,DORA MARTIN A,9H,42283334200000,,,16053,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,16053,,16053
242010P58478,PI,WELL,G,DORA MARTIN A,8H,42283334210000,,,15595,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,15595,,15595
242010P58479,PI,WELL,G,DORA MARTIN A,17H,42283334220000,,,19126,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,19126,,19126
242010P58490,PI,WELL,G,CAROLINE PIELOP UNIT 6,1H,42283335690000,,1006,133689,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,1006,133689,1006,133689
242010P58491,PI,WELL,G,WF UNIT A,3H,42283335820000,,,594,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,594,,594
242010P58495,PI,WELL,G,BROWN,10H,42283336450000,,,735,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,735,,735
242010P58496,PI,WELL,G,BROWN,12H,42283336480000,,,470,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,470,,470
242010P58498,PI,WELL,G,LIGHT RANCH G2H,G2H,42283336580100,,3391,9339,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,3391,9339,3391,9339
242010P58503,PI,WELL,G,HIXON CARDEN,1H,42283337370000,,,138,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,138,,138
242010P58509,PI,WELL,G,HIXON TROUT B UNIT,1H,42283337950000,,,145,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,145,,145
242020P51155,PI,WELL,G,NMC 683,1H,42283328760000,,,14454,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,0,14454,,14454
1420200094953H,PI,ALLOCATED,O,FISCHER UNIT,3H,42255316890000,,5765,,3766,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5765,0,5765,
1420200094954H,PI,ALLOCATED,O,FISCHER UNIT,4H,42255317080000,,6565,,3790,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6565,0,6565,
1420200094971H,PI,ALLOCATED,O,JOSEPH UNIT,1H,42255317290000,,9336,8386,,,,,,,,16560,13323,,16560,13323,,1,16560,13323,,1,16560,13323,,1,16560,13323,,1,16560,13323,,1,25896,21709,25896,21709
1420200094981H,PI,ALLOCATED,O,JOSEPH UNIT,1H,42255317290000,,10975,9169,5615,,,,,,,10171,11457,5176,17857,18334,9052,2,24359,23587,12306,3,48431,43650,24054,6,68378,69498,32529,12,80090,84136,37269,24,92658,94824,8660,10498
1420200094982H,PI,ALLOCATED,O,JOSEPH UNIT,2H,42255319180000,,22654,17198,8428,1653,,615,2011-06-15,,2011-06-15,20287,20397,7428,34917,35628,12686,2,46295,47005,16675,3,74362,79343,25617,6,93991,103690,28055,12,109056,136696,29182,22,131710,153894,20093,40554
1420200094983H,PI,ALLOCATED,O,JOSEPH UNIT,3H,42255317680000,,3773,6175,5315,274,,386,2011-01-12,,2011-01-12,2937,3776,4001,5506,6726,7380,2,8879,10441,11641,3,18563,23348,22718,6,29969,43580,30375,12,47497,78824,32412,24,53523,89651,15088,32790
1420200094984H,PI,ALLOCATED,O,JOSEPH UNIT,4H,42255318750000,,18104,10787,10382,1266,,726,2011-04-20,,2011-04-20,21681,13186,12364,36918,24146,21011,2,51178,37604,29060,3,80611,66247,45439,6,126696,112529,69447,12,147753,139644,75869,24,165857,150431,21057,27115
1420200094985H,PI,ALLOCATED,O,JOSEPH UNIT,5H,42255318180000,,10897,5816,6950,762,,486,2011-04-20,,2011-04-20,12780,7157,8006,21546,13119,13393,2,29518,20418,18176,3,44751,35471,26677,6,62315,55055,32354,12,79563,76945,34003,24,90460,82761,17248,21890
1420200094986H,PI,ALLOCATED,O,JOSEPH UNIT,6H,42255322850000,,17246,10375,11172,1215,,787,2012-03-19,,2012-03-19,11661,8947,7403,28506,22298,17840,2,42076,35571,25960,3,76952,69159,44316,6,89504,91570,48296,12,90907,93452,48407,13,108153,103827,79246,84505
1420200094987H,PI,ALLOCATED,O,JOSEPH UNIT,7H,42255322900000,,12308,9390,8509,1147,,793,2012-04-30,,2012-04-30,16728,13451,11193,29097,25943,19052,2,39473,36452,25053,3,53053,52379,29122,6,60647,66217,29727,12,60647,66217,29727,12,72955,75607,60647,66217
1420200094988H,PI,ALLOCATED,O,JOSEPH UNIT,8H,42255326640000,,5737,,,1654,,947,2012-12-29,,2012-12-29,9537,,,19927,9904,5948,2,42418,31649,18825,3,84284,73783,42795,6,84284,73783,42795,6,84284,73783,42795,6,90021,73783,90021,73783
1420200094989H,PI,ALLOCATED,O,JOSEPH UNIT,9H,42255326780000,,6825,,,1749,,1160,2012-12-29,,2012-12-29,10084,,,21070,8960,7287,2,44853,28631,23060,3,89125,66746,52424,6,89125,66746,52424,6,89125,66746,52424,6,95950,66746,95950,66746
14202000950810H,PI,ALLOCATED,O,HARPER UNIT,10H,42255316560000,,10633,16555,,,,,,,,9648,15807,0,16394,22384,860,2,22922,29107,1693,3,38765,47266,3740,6,60769,74508,6794,12,74611,112241,8143,24,87650,139148,11673,41664
14202000950811H,PI,ALLOCATED,O,HARPER UNIT,11H,42255321420000,,16904,13052,12121,1085,,778,2011-12-18,,2011-12-18,17547,18314,12323,23828,26206,16611,2,34022,40867,23296,3,48751,76450,31451,6,63569,104571,32745,12,70369,113364,33307,16,87273,126416,29963,60242
14202000950812H,PI,ALLOCATED,O,HARPER UNIT,12H,42255321880000,,10929,8322,5109,1427,,667,2012-02-25,,2012-02-25,19286,14734,8909,32799,27061,15061,2,45308,40111,20664,3,76490,79975,33869,6,106797,113787,41676,12,111103,119482,41959,14,122032,127804,78304,92421
1420200095081H,PI,ALLOCATED,O,HARPER UNIT,1H,42255316200000,,2522,3927,,,,,,,,2288,3750,0,3355,7996,1015,2,4377,12091,1954,3,6791,21754,4026,6,9808,31388,5948,12,12552,35882,6402,24,18576,44867,5705,8690
1420200095082H,PI,ALLOCATED,O,HARPER UNIT,2H,42255316290000,,2523,3928,,,,,,,,2289,3750,0,4790,10043,313,2,7238,16302,742,3,13345,32227,2534,6,22691,52814,9082,12,29695,63162,14487,24,34048,69969,6633,10310
1420200095084H,PI,ALLOCATED,O,HARPER UNIT,4H,42255316370000,,2022,3148,,,,,,,,1835,3006,0,3371,9014,781,2,4854,14724,1587,3,8434,27703,3881,6,13302,38710,8977,12,19192,47299,12670,24,23412,55115,6973,12612
1420200095085H,PI,ALLOCATED,O,HARPER UNIT,5H,42255328480000,,14637,10739,12449,1759,,1496,2013-02-20,,2013-02-20,27160,30964,23099,45082,52455,38341,2,45082,52455,38341,2,45082,52455,38341,2,45082,52455,38341,2,45082,52455,38341,2,59719,63194,59719,63194
1420200095086H,PI,ALLOCATED,O,HARPER UNIT,6H,42255328490000,,2147,,,1209,,1080,2013-02-20,,2013-02-20,10061,7948,8988,28728,30867,25664,2,41047,46775,36669,3,41047,46775,36669,3,41047,46775,36669,3,41047,46775,36669,3,43194,46775,43194,46775
1420200095088H,PI,ALLOCATED,O,HARPER UNIT,8H,42255316380000,,2272,3538,,,,,,,,2062,3379,0,4901,5687,1485,2,7683,8217,2907,3,14647,16098,6427,6,25422,32549,11535,12,34370,48261,13651,24,39361,56778,9183,16711
1420200095101H,PI,ALLOCATED,O,ORR UNIT,1H,42255316530000,,3350,8791,12193,,,,,,,3074,1727,183,6277,3330,399,2,9161,5907,615,3,17205,14011,1330,6,32502,22053,2786,12,48437,32440,4464,24,55061,41231,12372,3127
1420200095102H,PI,ALLOCATED,O,ORR UNIT,2H,42255316580000,,7411,,,,,,,,,4204,5353,789,8272,10215,1545,2,11660,17866,2169,3,19658,40890,3651,6,32630,60994,5637,12,54355,127267,7029,24,68011,149312,20299,65750
1420200095103H,PI,ALLOCATED,O,ORR UNIT,3H,42255316660000,,8955,,,,,,,,,3127,1425,368,6342,2617,746,2,9199,4305,1082,3,16966,7721,2083,6,32852,10059,3869,12,55462,24020,6255,24,70048,25033,19452,6612
1420200095104H,PI,ALLOCATED,O,ORR UNIT,4H,42255316670000,,3283,11211,16796,,,,,,,7206,4727,10458,14103,8856,20428,2,19777,15087,28590,3,32765,31977,47002,6,49864,42920,69695,12,62566,48073,78749,24,68612,59284,10159,1587
1420200095105H,PI,ALLOCATED,O,ORR UNIT,5H,42255316950000,,5570,1255,7253,,,,,,,4908,901,6376,8543,1963,11106,2,11243,2478,14606,3,15231,3306,19763,6,16895,4297,20335,12,25183,10694,23154,24,32515,12578,7844,4431
1420200095111H,PI,ALLOCATED,O,BEYNON UNIT,1H,42255317050000,,9298,12880,,,,,,,,5526,1543,,7642,5399,,2,14687,5399,,3,30348,5399,,6,62551,5399,,12,80207,35590,16975,24,95553,57723,17467,29591
1420200095112H,PI,ALLOCATED,O,BEYNON UNIT,2H,42255318140000,,23037,22927,9519,1079,,383,2011-03-15,,2011-03-15,19533,27164,8068,35327,49164,14607,2,49023,67356,19924,3,79776,117552,32240,6,106808,160585,40429,12,144992,208639,44415,24,171416,236124,38816,48713
1420200095113H,PI,ALLOCATED,O,BEYNON UNIT,3H,42255318130000,,19899,15668,12750,932,,513,2011-03-11,,2011-03-11,16781,20359,10696,30262,38215,19230,2,41861,54034,26059,3,67394,102365,41087,6,89351,150256,48612,12,140054,203569,53261,24,164828,223792,52605,52662
1420200095114H,PI,ALLOCATED,O,BEYNON UNIT,4H,42255320480000,,10089,11681,5312,1259,,552,2011-11-26,,2011-11-26,23024,30492,11108,40668,57089,19108,2,56194,77817,25676,3,94293,133589,41182,6,137600,196754,54214,12,156903,228360,55608,17,166992,240041,73835,111077
1420200095115H,PI,ALLOCATED,O,BEYNON UNIT,5H,42255320590000,,9697,9782,5303,1210,,551,2011-11-27,,2011-11-27,22134,26203,11151,39101,49601,19238,2,54037,68227,25948,3,90721,120156,42196,6,132681,183060,59079,12,151636,215948,65128,17,161333,225730,71730,111258
